"NT_GER","QE_I08","QE_I04","QE_I05"
50.1,"C","D","E"
50.1,"A","A","B"
50.1,"A","D","B"
50.1,"E","D","D"
50.1,"C","E","D"
50.1,"A","B","C"
50.1,"C","F","D"
50.1,"A","C","C"
50.1,"A","A","A"
50.1,"C","A","B"
50.1,"B","C","C"
50.1,"B","B","D"
50.1,"A","A","A"
50.1,"B","B","B"
50.1,"C","C","E"
50,"C","E","D"
50,"B","B","C"
50,"A","A","A"
50,"A","A","A"
50,"A","A","D"
50,"A","B","D"
50,"F","F","E"
50,"G","F","E"
50,"A","D","A"
50,"A","C","B"
50,"B","D","D"
50,"B","C","D"
50,"A","B","B"
50,"C","E","F"
50,"A","B","B"
50,"B","F","D"
50,"B","E","E"
50,"B","F","E"
49.9,"A","A","A"
49.9,"A","E","B"
49.9,"A","B","B"
49.9,NA,NA,NA
49.9,"E","E","E"
49.9,"F","E","D"
49.9,"C","D","E"
49.9,"C","C","E"
49.9,"B","B","B"
49.9,"B","D","C"
49.9,"A","B","C"
49.9,"B","B","B"
49.9,"A","B","B"
49.9,"F","B","D"
49.9,"C","C","B"
49.9,"B","B","B"
49.9,"A","C","D"
49.9,"A","D","D"
49.8,"E","B","D"
49.8,"E","C","F"
49.8,"D","D","D"
49.8,"B","C","D"
49.8,"A","C","E"
49.8,"B","C","D"
49.8,"B","E","D"
49.8,"A","B","C"
49.8,"A","A","D"
49.8,"A","B","B"
49.8,"A","B","B"
49.8,"A","B","C"
49.8,"A","A","A"
49.8,"B","D","D"
49.8,"A","B","D"
49.8,"B","F","F"
49.8,"A","A","B"
49.8,"A","B","C"
49.8,"C","F","B"
49.8,"F","E","E"
49.7,"C","F","D"
49.7,"B","D","E"
49.7,"B","B","A"
49.7,"A","D","D"
49.7,"A","D","D"
49.7,"F","E","F"
49.7,"A","D","D"
49.7,"B","B","D"
49.7,"A","D","D"
49.7,"E","E","E"
49.7,"A","B","C"
49.7,"B","B","D"
49.7,"A","E","E"
49.7,"C","D","F"
49.7,"G","E","F"
49.7,"C","A","F"
49.7,"B","A","A"
49.7,"A","B","D"
49.6,"E","D","F"
49.6,"B","B","C"
49.6,"B","A","A"
49.6,"B","A","B"
49.6,"A","B","C"
49.6,"E","E","E"
49.6,"B","B","D"
49.6,"F","F","E"
49.6,"A","D","B"
49.6,"A","E","D"
49.6,"C","B","E"
49.6,"B","D","D"
49.6,"B","B","B"
49.6,"F","E","F"
49.6,"B","D","F"
49.6,"A","B","C"
49.6,"B","D","F"
49.5,"B","A","D"
49.5,"A","C","B"
49.5,"C","A","B"
49.5,"F","E","F"
49.5,"A","A","B"
49.5,"A","B","B"
49.5,"A","C","B"
49.5,"B","B","F"
49.5,"C","D","D"
49.5,"C","B","C"
49.5,"A","C","C"
49.5,"B","E","E"
49.5,"C","E","C"
49.5,"A","B","B"
49.5,"A","C","B"
49.5,"A","B","B"
49.5,"F","F","F"
49.5,"B","B","B"
49.5,"C","B","D"
49.5,"B","D","D"
49.5,"F","E","E"
49.5,"F","E","E"
49.4,"B","B","E"
49.4,"A","C","D"
49.4,"A","C","C"
49.4,"A","B","C"
49.4,"D","C","D"
49.4,"A","E","D"
49.4,"A","B","D"
49.4,"B","B","D"
49.4,"A","A","B"
49.4,"A","B","E"
49.4,"A","B","B"
49.4,"B","B","B"
49.4,"E","E","D"
49.4,"B","C","D"
49.4,"B","C","B"
49.4,"B","A","B"
49.4,"E","D","D"
49.4,"B","A","A"
49.4,"B","A","D"
49.4,"A","C","B"
49.4,"A","A","A"
49.4,"C","A","A"
49.4,"B","C","D"
49.4,"E","B","A"
49.4,"E","E","F"
49.3,"B","B","D"
49.3,"A","D","D"
49.3,"A","C","B"
49.3,"B","F","E"
49.3,"E","E","E"
49.3,"E","D","E"
49.3,"E","C","D"
49.3,"B","D","D"
49.3,"C","A","C"
49.3,"B","D","E"
49.3,"B","C","B"
49.3,"B","E","E"
49.3,"A","B","D"
49.3,"A","B","D"
49.3,"A","C","C"
49.3,"B","A","D"
49.3,"B","D","B"
49.3,"B","C","D"
49.3,"B","B","E"
49.3,"D","C","F"
49.3,"F","E","F"
49.3,"C","B","E"
49.3,"A","D","C"
49.3,"C","C","E"
49.2,"C","C","E"
49.2,"A","B","A"
49.2,"A","A","A"
49.2,"A","D","D"
49.2,"B","E","B"
49.2,"C","B","B"
49.2,"A","B","B"
49.2,"C","D","E"
49.2,"D","D","F"
49.2,"A","E","E"
49.2,"B","C","B"
49.2,"A","C","B"
49.2,"A","D","D"
49.2,"B","D","D"
49.2,"A","D","C"
49.2,"B","B","B"
49.2,"E","E","E"
49.2,"D","E","D"
49.2,"B","B","D"
49.2,"B","B","B"
49.2,"B","B","B"
49.2,"A","C","C"
49.2,"B","E","D"
49.2,"B","D","E"
49.2,"A","D","C"
49.1,"B","D","D"
49.1,"C","A","D"
49.1,"B","C","D"
49.1,"C","D","C"
49.1,"C","D","E"
49.1,"C","D","C"
49.1,"C","F","F"
49.1,"B","D","E"
49.1,"E","B","D"
49.1,"B","E","B"
49.1,"B","B","C"
49.1,"A","D","C"
49.1,"B","B","E"
49.1,"B","B","D"
49.1,"B","B","E"
49.1,"A","B","B"
49.1,"B","D","E"
49.1,"C","D","F"
49.1,"B","D","D"
49.1,"C","C","E"
49.1,"A","D","C"
49.1,"A","B","B"
49.1,"D","E","D"
49.1,"B","C","E"
49.1,"F","D","E"
49,"B","B","B"
49,"D","E","E"
49,"C","D","C"
49,"B","A","B"
49,"C","E","D"
49,"F","F","E"
49,"C","E","E"
49,"C","E","E"
49,"B","B","B"
49,"A","D","D"
49,"A","B","B"
49,"B","E","D"
49,"A","A","B"
49,"C","E","E"
49,"A","D","D"
49,"B","D","E"
49,"C","D","E"
49,"B","A","B"
49,"A","B","B"
49,"B","F","E"
49,"B","E","D"
48.9,"B","B","D"
48.9,"A","B","B"
48.9,"B","B","B"
48.9,"A","D","B"
48.9,"A","B","A"
48.9,"B","D","C"
48.9,"B","B","A"
48.9,"D","A","D"
48.9,"D","D","D"
48.9,"A","E","F"
48.9,"E","F","F"
48.9,"B","D","D"
48.9,"A","B","B"
48.9,"A","B","B"
48.9,"A","C","B"
48.9,"C","D","D"
48.9,"B","D","D"
48.9,"C","F","D"
48.9,"A","A","B"
48.9,"A","E","D"
48.9,"C","E","E"
48.9,"A","D","D"
48.8,"B","D","D"
48.8,"B","B","B"
48.8,"B","E","E"
48.8,"C","D","B"
48.8,"C","E","E"
48.8,"D","D","D"
48.8,"B","E","C"
48.8,"E","E","F"
48.8,"A","D","D"
48.8,"E","D","B"
48.8,"D","D","D"
48.8,"C","C","D"
48.8,"A","D","D"
48.8,"A","C","C"
48.8,"F","D","D"
48.8,"A","D","E"
48.8,"B","A","B"
48.8,"A","D","E"
48.8,"A","B","C"
48.8,"A","B","D"
48.8,"A","B","B"
48.8,"A","C","E"
48.8,"C","E","C"
48.7,"B","C","C"
48.7,"B","B","D"
48.7,"E","A","E"
48.7,"F","D","D"
48.7,"B","D","D"
48.7,"B","D","E"
48.7,"B","B","D"
48.7,"B","D","D"
48.7,"C","B","E"
48.7,"B","D","E"
48.7,"B","D","E"
48.7,"A","B","D"
48.7,"A","E","B"
48.7,"E","D","E"
48.7,"B","D","E"
48.7,"F","E","E"
48.7,"A","D","E"
48.6,"A","D","C"
48.6,"E","E","E"
48.6,"A","D","D"
48.6,"E","E","D"
48.6,"B","E","D"
48.6,"B","E","E"
48.6,"A","A","A"
48.6,"B","D","D"
48.6,"A","F","D"
48.6,"C","E","E"
48.6,"C","B","F"
48.6,"B","D","C"
48.6,"A","A","B"
48.6,"A","B","D"
48.6,"C","B","E"
48.6,"E","E","E"
48.5,"A","C","D"
48.5,"A","B","B"
48.5,"D","D","E"
48.5,"B","C","D"
48.5,"C","E","D"
48.5,"B","B","B"
48.5,"B","D","E"
48.5,"B","D","C"
48.5,"B","E","D"
48.5,"B","D","D"
48.5,"C","F","F"
48.5,"A","B","B"
48.5,"A","A","A"
48.5,"C","D","D"
48.5,"A","D","F"
48.5,"B","D","F"
48.5,"A","B","B"
48.5,"E","E","E"
48.5,"C","E","E"
48.4,"C","E","C"
48.4,"A","D","E"
48.4,"C","B","B"
48.4,"B","A","A"
48.4,"B","C","D"
48.4,"E","D","F"
48.4,"B","D","D"
48.4,"C","B","E"
48.4,NA,NA,NA
48.4,"B","B","F"
48.4,"E","E","E"
48.4,"C","F","E"
48.4,"A","D","E"
48.4,"B","A","B"
48.4,"A","C","C"
48.4,"B","B","D"
48.4,"A","B","B"
48.4,"A","B","B"
48.4,"A","A","D"
48.4,"E","E","D"
48.4,"A","C","E"
48.3,"C","B","B"
48.3,"A","A","C"
48.3,"B","A","A"
48.3,"C","C","B"
48.3,"A","B","B"
48.3,"A","D","B"
48.3,"E","D","E"
48.3,"F","D","F"
48.3,"A","A","D"
48.3,"B","D","D"
48.3,"B","A","B"
48.3,"B","A","B"
48.3,"F","F","D"
48.3,"B","F","D"
48.2,"B","F","B"
48.2,"B","A","B"
48.2,"A","A","B"
48.2,"B","B","B"
48.2,"A","A","B"
48.2,"B","D","D"
48.2,"D","D","D"
48.2,"C","D","D"
48.2,"C","D","D"
48.2,"F","E","E"
48.2,"B","D","D"
48.2,"E","F","E"
48.2,"A","B","C"
48.2,"B","B","B"
48.2,"A","B","B"
48.2,"A","C","B"
48.2,"A","A","A"
48.2,"D","E","E"
48.2,"A","A","A"
48.2,"A","C","C"
48.2,"A","D","D"
48.2,"A","B","B"
48.2,"B","B","E"
48.2,"B","B","B"
48.2,"B","B","F"
48.2,"F","E","E"
48.2,"C","C","B"
48.1,"B","B","B"
48.1,"A","B","B"
48.1,"B","D","B"
48.1,"A","D","C"
48.1,NA,NA,NA
48.1,"B","D","D"
48.1,"A","D","D"
48.1,"A","E","D"
48.1,"A","B","D"
48.1,"E","E","E"
48.1,"B","C","E"
48.1,"E","F","F"
48.1,"A","B","B"
48.1,"F","E","E"
48.1,"C","D","D"
48.1,"B","A","B"
48.1,"A","B","B"
48.1,"A","A","C"
48.1,"E","F","E"
48,"C","E","E"
48,"B","A","A"
48,"A","C","C"
48,"A","C","B"
48,"E","D","D"
48,"E","D","E"
48,"E","E","E"
48,"B","A","B"
48,"E","D","F"
48,"A","E","C"
48,"B","D","C"
48,"A","B","B"
48,"A","A","B"
48,"A","C","B"
48,"A","B","D"
47.9,"A","A","B"
47.9,"B","B","D"
47.9,"F","B","B"
47.9,"B","B","B"
47.9,"B","E","D"
47.9,"G","E","E"
47.9,"B","B","B"
47.9,"A","D","B"
47.9,"C","B","B"
47.9,"D","D","D"
47.9,"A","A","B"
47.9,"A","B","B"
47.8,"C","D","F"
47.8,"A","A","B"
47.8,"B","B","D"
47.8,"A","D","D"
47.8,"A","C","B"
47.8,"A","A","A"
47.8,"A","D","C"
47.8,"B","E","D"
47.8,"B","D","D"
47.8,"C","E","E"
47.8,"A","C","D"
47.8,"E","E","E"
47.8,"A","D","D"
47.8,"B","D","E"
47.8,"B","C","E"
47.8,"A","C","B"
47.8,"B","A","A"
47.8,"D","E","F"
47.7,"B","B","B"
47.7,"A","B","E"
47.7,"D","B","D"
47.7,"A","C","C"
47.7,"B","B","D"
47.7,"F","F","D"
47.7,"A","B","B"
47.7,"A","D","D"
47.7,"B","B","B"
47.7,"D","E","F"
47.7,"A","B","B"
47.7,"B","B","B"
47.7,"A","B","F"
47.7,"A","B","B"
47.7,"E","E","E"
47.7,"B","C","C"
47.7,"E","D","E"
47.7,"A","C","D"
47.7,"E","D","D"
47.6,"A","B","B"
47.6,"B","B","D"
47.6,"A","C","C"
47.6,"A","D","C"
47.6,"C","D","E"
47.6,"C","D","E"
47.6,"A","C","B"
47.6,"B","D","D"
47.6,"C","D","B"
47.6,"F","E","E"
47.6,"B","C","C"
47.6,"A","B","E"
47.6,"A","A","E"
47.6,"E","E","E"
47.6,"F","C","B"
47.6,"A","B","C"
47.6,"A","D","D"
47.6,"D","D","D"
47.6,"A","D","C"
47.6,"A","A","A"
47.6,"B","B","F"
47.5,"B","A","A"
47.5,"A","B","C"
47.5,"A","B","D"
47.5,"D","B","F"
47.5,"B","D","D"
47.5,"C","C","E"
47.5,"C","D","F"
47.5,"A","B","C"
47.5,"B","D","E"
47.5,"A","B","B"
47.5,"B","B","C"
47.5,"B","B","D"
47.5,"B","C","D"
47.5,"B","E","D"
47.5,"A","B","D"
47.5,"B","D","D"
47.5,"C","A","B"
47.5,"E","D","F"
47.5,"A","E","E"
47.4,"A","E","D"
47.4,"B","B","B"
47.4,"C","B","B"
47.4,"A","D","D"
47.4,"B","B","C"
47.4,"B","E","D"
47.4,"D","C","F"
47.4,"C","C","D"
47.4,"E","C","E"
47.4,"A","B","B"
47.4,"A","B","B"
47.4,"A","A","B"
47.4,"C","D","D"
47.4,"C","D","F"
47.4,"B","B","D"
47.4,"B","B","B"
47.4,"A","B","A"
47.4,"A","B","D"
47.4,"A","A","F"
47.4,"B","A","A"
47.4,"B","D","D"
47.3,"D","B","C"
47.3,"D","A","A"
47.3,"B","B","B"
47.3,"B","D","F"
47.3,"B","B","B"
47.3,"B","D","D"
47.3,"E","D","E"
47.3,"B","D","D"
47.3,"B","B","C"
47.3,"A","A","B"
47.3,"B","E","E"
47.3,"E","F","F"
47.3,"B","D","D"
47.3,"A","B","F"
47.3,"F","D","D"
47.3,"C","C","E"
47.3,"B","C","D"
47.3,"D","D","D"
47.3,"C","B","D"
47.3,"E","D","E"
47.3,"F","E","D"
47.3,"C","D","D"
47.3,"C","B","C"
47.2,"A","A","A"
47.2,"A","B","B"
47.2,"A","B","D"
47.2,"E","D","D"
47.2,"D","E","E"
47.2,"A","E","D"
47.2,"B","E","D"
47.2,"B","E","D"
47.2,"D","E","E"
47.2,"A","B","C"
47.2,"A","B","B"
47.2,"B","B","B"
47.2,"B","D","D"
47.2,"C","D","E"
47.2,"B","D","D"
47.2,"C","D","C"
47.2,"E","E","E"
47.2,"E","E","E"
47.2,"D","D","F"
47.2,"F","E","F"
47.1,"C","B","B"
47.1,"B","C","B"
47.1,"B","C","E"
47.1,"A","D","C"
47.1,"A","D","D"
47.1,"B","D","E"
47.1,"A","B","C"
47.1,"D","D","D"
47.1,"B","B","D"
47.1,"A","B","C"
47.1,"C","A","B"
47.1,"C","D","D"
47.1,"F","E","B"
47.1,"A","B","D"
47.1,"C","D","D"
47,"B","B","C"
47,"C","D","F"
47,"C","C","D"
47,"D","D","D"
47,"C","B","A"
47,"A","C","C"
47,"C","F","F"
47,"A","A","C"
47,"B","C","B"
47,"A","A","B"
47,"B","E","D"
47,"C","B","B"
47,"B","C","C"
47,"A","D","C"
47,"A","B","B"
47,NA,NA,NA
47,"A","A","B"
47,"B","E","D"
47,"B","A","B"
47,"C","D","E"
46.9,"A","B","B"
46.9,"A","B","B"
46.9,"B","C","B"
46.9,"E","E","E"
46.9,"B","D","E"
46.9,"A","D","D"
46.9,"C","E","F"
46.9,"C","D","E"
46.9,"D","E","E"
46.9,"A","C","D"
46.9,"A","D","E"
46.9,"D","D","D"
46.9,"C","E","E"
46.9,"F","F","F"
46.9,"B","D","D"
46.9,"C","C","B"
46.9,"A","D","D"
46.9,"A","B","B"
46.9,"B","B","B"
46.9,"C","A","A"
46.9,"C","D","E"
46.9,"E","C","F"
46.9,"D","D","F"
46.8,"A","A","A"
46.8,"A","D","B"
46.8,"A","A","A"
46.8,"B","D","E"
46.8,"B","D","E"
46.8,"B","C","C"
46.8,"B","D","E"
46.8,"B","B","B"
46.8,"A","C","C"
46.8,"B","A","F"
46.8,"A","C","D"
46.8,"B","E","D"
46.8,"A","D","D"
46.8,"B","B","B"
46.8,"B","B","F"
46.8,"D","A","F"
46.8,"B","D","D"
46.8,"B","B","D"
46.8,"A","B","F"
46.8,"B","D","B"
46.8,"F","F","F"
46.8,"A","D","D"
46.8,"E","E","E"
46.8,"A","E","F"
46.8,"C","F","E"
46.7,"B","E","D"
46.7,"B","B","B"
46.7,"B","A","A"
46.7,"A","D","D"
46.7,"A","D","C"
46.7,"A","B","C"
46.7,"A","A","A"
46.7,"E","E","E"
46.7,"B","D","F"
46.7,"A","D","D"
46.7,"B","E","A"
46.7,"C","D","D"
46.7,"A","D","B"
46.7,"A","B","B"
46.7,"A","E","D"
46.7,"A","E","D"
46.7,"C","D","B"
46.7,"B","B","D"
46.7,"B","D","B"
46.7,"B","B","C"
46.7,"E","D","E"
46.7,"B","B","B"
46.7,"A","C","C"
46.7,"A","B","B"
46.7,"A","D","D"
46.6,"B","B","B"
46.6,"A","C","C"
46.6,"E","E","E"
46.6,"A","B","E"
46.6,"B","D","D"
46.6,"B","D","B"
46.6,"A","D","D"
46.6,"E","F","D"
46.6,"E","D","F"
46.6,"A","D","D"
46.6,"E","E","E"
46.6,"A","B","D"
46.5,"C","B","B"
46.5,"B","B","C"
46.5,"B","D","C"
46.5,"E","F","F"
46.5,"B","C","B"
46.5,"A","A","B"
46.5,"A","A","B"
46.5,"E","D","E"
46.5,"A","D","D"
46.5,"B","C","E"
46.5,"A","B","B"
46.5,"A","A","A"
46.5,"F","E","F"
46.5,"B","D","D"
46.5,"B","B","E"
46.5,"C","D","F"
46.4,"B","B","A"
46.4,"E","F","D"
46.4,"A","D","D"
46.4,"B","B","B"
46.4,"B","B","A"
46.4,"B","C","D"
46.4,"C","E","E"
46.4,"A","B","B"
46.4,"A","A","C"
46.4,"F","E","F"
46.4,"A","B","B"
46.4,"F","E","D"
46.4,"A","D","D"
46.4,"B","C","A"
46.4,"B","C","B"
46.4,"F","F","F"
46.4,"B","B","B"
46.4,"B","B","B"
46.4,"B","B","C"
46.4,"E","F","F"
46.4,"D","D","E"
46.3,"A","D","D"
46.3,"A","B","B"
46.3,"B","A","B"
46.3,"D","A","B"
46.3,"A","A","B"
46.3,"F","E","E"
46.3,"C","E","D"
46.3,"D","E","D"
46.3,"C","E","D"
46.3,"E","B","E"
46.3,"B","B","B"
46.3,"B","A","C"
46.3,"B","D","D"
46.3,"E","E","D"
46.3,"A","A","A"
46.3,"A","C","D"
46.3,"D","D","D"
46.3,"B","C","D"
46.3,"D","E","D"
46.2,"B","A","A"
46.2,"B","A","D"
46.2,"A","B","B"
46.2,"A","B","B"
46.2,"A","A","B"
46.2,"A","C","C"
46.2,"A","B","B"
46.2,"C","F","D"
46.2,"B","D","E"
46.2,"C","E","E"
46.2,"B","E","F"
46.2,"A","C","D"
46.2,"A","B","B"
46.2,"A","B","C"
46.2,"B","D","E"
46.2,"C","A","B"
46.2,"A","B","B"
46.2,"C","B","B"
46.2,"A","C","D"
46.2,"B","B","C"
46.2,"B","B","D"
46.1,"B","B","B"
46.1,"A","A","B"
46.1,"C","B","C"
46.1,"A","A","A"
46.1,"C","B","B"
46.1,"A","B","C"
46.1,"A","D","D"
46.1,"B","E","E"
46.1,"B","B","E"
46.1,"A","D","D"
46.1,"D","D","D"
46.1,"A","B","B"
46.1,"A","E","E"
46.1,"A","B","A"
46.1,"B","B","D"
46.1,"A","A","B"
46.1,"B","C","C"
46.1,"C","D","D"
46.1,"A","B","C"
46,"A","B","B"
46,"B","B","B"
46,"B","A","B"
46,"A","E","D"
46,"D","E","D"
46,"B","D","D"
46,"B","B","D"
46,"E","E","E"
46,"D","D","D"
46,"C","F","B"
46,"F","E","E"
46,"F","F","E"
46,"C","E","D"
46,"C","D","E"
46,"B","A","B"
46,"C","D","E"
46,"B","C","B"
46,"A","B","B"
46,"A","A","D"
46,"B","A","D"
46,"A","A","A"
46,"A","D","B"
46,"B","B","B"
46,"A","A","B"
46,"D","C","C"
46,"C","E","E"
46,"A","C","E"
46,"F","E","E"
45.9,"A","D","E"
45.9,"C","B","F"
45.9,"B","C","B"
45.9,"A","A","B"
45.9,"A","D","D"
45.9,"A","D","D"
45.9,"D","E","E"
45.9,"C","F","F"
45.9,"D","E","E"
45.9,"D","D","E"
45.9,"B","C","B"
45.9,"B","B","B"
45.9,"C","B","F"
45.9,"B","B","D"
45.9,"B","B","D"
45.9,"A","D","D"
45.9,"B","B","B"
45.9,"B","D","D"
45.8,"B","D","C"
45.8,"C","D","F"
45.8,"A","B","B"
45.8,"B","F","E"
45.8,"A","D","C"
45.8,"D","B","E"
45.8,"F","F","F"
45.8,"D","E","E"
45.8,"F","E","E"
45.8,"B","D","D"
45.8,"C","B","B"
45.8,"B","A","A"
45.8,NA,NA,NA
45.8,"F","F","E"
45.8,"A","E","E"
45.8,"B","A","A"
45.8,"A","B","B"
45.8,"D","B","C"
45.8,"C","D","D"
45.8,"A","E","D"
45.7,"C","B","B"
45.7,"A","D","D"
45.7,"A","E","D"
45.7,"C","B","B"
45.7,"A","D","E"
45.7,"A","C","B"
45.7,"F","D","E"
45.7,"E","F","E"
45.7,"B","A","F"
45.7,"E","D","F"
45.7,"B","C","F"
45.7,"A","B","B"
45.7,"B","B","B"
45.7,"A","A","A"
45.7,"A","B","C"
45.7,"B","F","E"
45.6,"B","B","B"
45.6,"A","B","B"
45.6,"F","E","F"
45.6,"C","D","D"
45.6,"B","D","D"
45.6,"B","C","D"
45.6,"C","F","F"
45.6,"A","C","E"
45.6,"B","B","D"
45.6,"C","A","A"
45.6,"B","B","B"
45.6,"E","D","E"
45.6,"B","B","B"
45.6,"A","C","B"
45.6,"B","E","E"
45.6,"C","B","F"
45.5,"C","A","A"
45.5,"A","A","B"
45.5,"C","D","F"
45.5,"C","E","E"
45.5,"C","E","F"
45.5,"A","A","A"
45.5,"C","D","D"
45.5,"A","D","D"
45.5,"B","B","E"
45.5,"C","E","D"
45.5,"C","B","D"
45.5,"B","B","C"
45.5,"F","F","E"
45.5,"F","E","D"
45.5,"B","B","D"
45.5,"B","C","C"
45.5,"A","B","B"
45.5,"A","B","B"
45.5,"B","D","C"
45.5,"A","B","B"
45.5,"A","B","B"
45.5,"B","D","B"
45.5,"A","B","D"
45.5,"B","C","B"
45.5,NA,NA,NA
45.5,"A","B","D"
45.5,"F","E","D"
45.5,"D","B","D"
45.5,"A","A","D"
45.5,"B","D","D"
45.4,"B","D","F"
45.4,"B","A","A"
45.4,"A","B","B"
45.4,"A","B","C"
45.4,"A","A","B"
45.4,"B","F","E"
45.4,"A","A","A"
45.4,"B","E","F"
45.4,"A","B","C"
45.4,"C","D","D"
45.4,"B","B","C"
45.4,"B","B","D"
45.4,"C","E","E"
45.4,"B","B","A"
45.4,"C","D","F"
45.4,"E","A","B"
45.4,"B","B","B"
45.4,"A","B","C"
45.4,"A","B","C"
45.4,"B","C","E"
45.4,"B","E","E"
45.3,"B","B","C"
45.3,NA,NA,NA
45.3,"A","B","D"
45.3,"A","B","D"
45.3,"B","C","C"
45.3,"B","E","D"
45.3,"A","A","A"
45.3,"A","A","D"
45.3,"A","C","D"
45.3,"D","C","D"
45.3,"B","B","D"
45.3,"A","E","E"
45.3,"B","B","F"
45.3,"C","C","B"
45.3,"E","F","F"
45.3,"B","A","E"
45.2,"A","B","D"
45.2,"B","B","B"
45.2,"A","D","C"
45.2,"B","B","C"
45.2,"B","A","B"
45.2,"E","E","C"
45.2,"A","B","C"
45.2,"B","B","C"
45.2,"A","A","B"
45.2,"A","B","D"
45.2,"A","C","C"
45.2,"A","A","B"
45.2,"A","A","B"
45.2,"E","F","F"
45.2,"E","C","D"
45.2,"A","A","A"
45.2,"A","B","C"
45.2,"B","B","D"
45.2,"B","B","D"
45.1,"B","E","E"
45.1,"A","E","C"
45.1,"A","B","C"
45.1,"A","B","B"
45.1,"C","E","E"
45.1,"C","D","D"
45.1,"A","B","D"
45.1,"F","F","E"
45.1,"A","A","B"
45.1,"A","D","E"
45.1,"E","F","F"
45.1,"F","D","C"
45.1,"B","C","D"
45,"B","D","C"
45,"A","A","B"
45,"A","B","D"
45,"B","B","B"
45,"C","D","F"
45,"A","C","F"
45,"A","B","B"
45,"A","B","B"
45,"B","B","C"
45,"E","D","E"
45,"A","B","B"
45,"B","E","E"
45,"D","E","E"
45,"F","F","F"
45,"A","D","E"
44.9,"C","C","F"
44.9,"C","B","D"
44.9,"A","B","A"
44.9,"A","B","D"
44.9,"C","D","E"
44.9,"A","A","B"
44.9,"B","A","B"
44.9,"B","D","D"
44.9,"E","E","D"
44.9,"B","B","C"
44.9,"B","D","E"
44.9,"B","B","B"
44.9,"E","E","E"
44.9,"A","B","A"
44.9,"B","A","E"
44.9,"E","D","D"
44.9,"F","E","D"
44.9,NA,NA,NA
44.9,"B","B","B"
44.9,"A","C","C"
44.9,"C","D","E"
44.9,"A","B","B"
44.9,"B","E","E"
44.9,"A","C","C"
44.8,"B","D","D"
44.8,"A","B","D"
44.8,"B","E","D"
44.8,"B","B","C"
44.8,"A","A","A"
44.8,"B","B","B"
44.8,"B","D","D"
44.8,"B","D","E"
44.8,"B","B","D"
44.8,"A","A","A"
44.8,"B","B","B"
44.8,"B","B","D"
44.8,"A","B","A"
44.8,"D","E","E"
44.8,"C","D","D"
44.7,"B","B","E"
44.7,"A","D","D"
44.7,"C","C","E"
44.7,"B","B","D"
44.7,"A","B","C"
44.7,"C","D","E"
44.7,"B","D","D"
44.7,"B","D","E"
44.7,"B","E","D"
44.7,"B","B","B"
44.7,"A","C","B"
44.7,"A","C","D"
44.7,"B","D","D"
44.6,"A","D","C"
44.6,"B","E","E"
44.6,"B","B","C"
44.6,"C","D","D"
44.6,"A","B","D"
44.6,"A","D","B"
44.6,"A","D","D"
44.6,"B","B","B"
44.6,"B","D","D"
44.6,"A","B","C"
44.6,"A","D","B"
44.6,"F","E","F"
44.6,"C","C","B"
44.6,"A","B","B"
44.6,"C","D","C"
44.6,"A","C","E"
44.6,"B","A","D"
44.6,"B","B","B"
44.6,"E","F","F"
44.6,"B","E","D"
44.6,"F","F","F"
44.6,NA,NA,NA
44.6,"F","E","E"
44.6,"B","B","C"
44.6,"C","D","D"
44.6,"A","D","B"
44.5,"A","C","C"
44.5,"A","D","E"
44.5,"B","D","E"
44.5,"B","D","F"
44.5,"E","E","D"
44.5,"B","E","E"
44.5,NA,NA,NA
44.5,"A","A","A"
44.5,"E","B","D"
44.5,"B","B","D"
44.5,"A","B","B"
44.5,"B","B","E"
44.5,"A","B","B"
44.5,"A","B","B"
44.5,"D","E","F"
44.5,"F","D","F"
44.5,"E","E","F"
44.4,"B","E","E"
44.4,"B","C","D"
44.4,"E","F","E"
44.4,"C","E","C"
44.4,"B","B","D"
44.4,"A","C","E"
44.4,"B","B","B"
44.4,"D","D","D"
44.4,"E","E","E"
44.4,"A","C","C"
44.4,"B","D","E"
44.4,"B","C","C"
44.3,"B","B","B"
44.3,"A","B","D"
44.3,"B","B","C"
44.3,"B","D","D"
44.3,"F","E","E"
44.3,"E","E","D"
44.3,"B","C","D"
44.3,"A","B","B"
44.3,"B","F","E"
44.3,"B","D","E"
44.3,"B","A","B"
44.3,"B","C","C"
44.3,"D","D","D"
44.3,"A","B","B"
44.3,"C","C","B"
44.3,"A","B","D"
44.3,"E","E","E"
44.3,"C","B","B"
44.3,"A","B","B"
44.3,"A","D","D"
44.3,"G","B","E"
44.3,"B","D","E"
44.3,"E","D","E"
44.2,"A","D","B"
44.2,"C","D","D"
44.2,"G","E","F"
44.2,"A","D","B"
44.2,"A","B","B"
44.2,"B","E","D"
44.2,"B","D","F"
44.2,"A","A","C"
44.2,"A","B","B"
44.2,"B","F","F"
44.2,"B","A","B"
44.2,"A","E","E"
44.2,"B","D","B"
44.2,"A","C","E"
44.2,"B","D","D"
44.2,"A","D","C"
44.2,"A","A","D"
44.2,"B","B","C"
44.2,"A","D","E"
44.2,"A","C","B"
44.1,"A","B","B"
44.1,"A","E","A"
44.1,"A","F","F"
44.1,"A","B","D"
44.1,"B","B","D"
44.1,NA,NA,NA
44.1,"E","B","E"
44.1,"A","A","D"
44.1,"A","A","D"
44.1,"B","E","E"
44.1,"B","B","D"
